"CellCharter_3"	"CellCharter_4"	"CellCharter_5"	"CellCharter_6"	"CellCharter_7"	"CellCharter_8"	"CellCharter_9"	"CellCharter_10"	"SCANIT_3"	"SCANIT_4"	"SCANIT_5"	"SCANIT_6"	"SCANIT_7"	"SCANIT_8"	"SCANIT_9"	"SCANIT_10"	"SEDR_3"	"SEDR_4"	"SEDR_5"	"SEDR_6"	"SEDR_7"	"SEDR_8"	"SEDR_9"	"SEDR_10"	"SpaceFlow_3"	"SpaceFlow_4"	"SpaceFlow_5"	"SpaceFlow_6"	"SpaceFlow_7"	"SpaceFlow_8"	"SpaceFlow_9"	"SpaceFlow_10"	"x"	"y"	"X"	"label"	"label_old"
"DX1_8H_167_107"	1	2	2	2	2	1	1	1	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	195	-72	"DX1_8H_167_107"	"periportal"	"Layer 9"
"DX1_8H_143_121"	1	3	4	0	0	3	3	3	2	0	0	5	4	2	2	0	2	2	3	3	2	2	2	2	0	2	0	1	1	3	2	6	171	-58	"DX1_8H_143_121"	"pericentral"	"Layer 2"
"DX1_8H_153_118"	1	2	0	5	5	3	5	3	2	0	0	5	4	2	2	0	2	3	3	3	2	2	3	3	2	2	4	4	1	3	2	6	181	-61	"DX1_8H_153_118"	"pericentral"	"Layer 2"
"DX1_8H_131_153"	2	2	1	4	6	4	0	4	1	1	2	2	0	3	3	5	1	1	4	5	5	7	8	8	1	3	3	3	6	6	0	3	159	-26	"DX1_8H_131_153"	"midzonal"	"Layer 5"
"DX1_8H_248_254"	2	3	3	3	3	7	7	7	0	3	3	4	6	7	4	6	1	3	3	3	3	3	3	3	0	1	0	1	4	5	6	8	276	75	"DX1_8H_248_254"	"midzonal"	"Layer 3"
"DX1_8H_159_198"	1	3	4	4	6	0	0	0	1	1	2	2	0	3	3	9	1	3	1	1	1	1	6	6	0	1	0	1	2	1	5	2	187	19	"DX1_8H_159_198"	"midzonal"	"Layer 4"
"DX1_8H_240_176"	0	0	0	5	5	2	3	2	2	0	0	5	4	2	2	0	1	3	3	3	3	3	3	3	2	2	4	4	1	3	2	6	268	-3	"DX1_8H_240_176"	"midzonal"	"Layer 3"
"DX1_8H_265_237"	0	0	0	5	5	2	2	2	0	3	3	4	6	7	4	6	2	2	2	2	2	2	2	2	0	2	4	4	1	4	4	4	293	58	"DX1_8H_265_237"	"pericentral"	"Layer 1"
"DX1_8H_103_129"	1	3	4	0	0	3	3	8	1	1	2	3	0	1	3	2	1	3	3	3	3	3	3	3	0	1	0	1	3	1	7	5	131	-50	"DX1_8H_103_129"	"midzonal"	"Layer 3"
"DX1_8H_141_192"	1	2	4	4	6	4	0	0	1	1	4	2	0	3	3	9	1	1	1	1	1	1	1	1	0	1	0	1	2	1	5	2	169	13	"DX1_8H_141_192"	"midzonal"	"Layer 3"
"DX1_8H_189_91"	1	2	2	2	2	1	1	1	0	2	1	0	2	0	5	3	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	217	-88	"DX1_8H_189_91"	"periportal"	"Layer 8"
"DX1_8H_128_137"	0	0	0	5	5	2	3	2	1	1	2	3	5	1	6	2	2	2	2	3	2	2	2	2	0	2	0	4	1	3	2	6	156	-42	"DX1_8H_128_137"	"pericentral"	"Layer 1"
"DX1_8H_225_83"	2	1	3	3	3	7	7	0	0	3	3	4	1	5	8	8	1	3	1	1	1	1	1	1	0	1	0	5	4	5	6	2	253	-96	"DX1_8H_225_83"	"midzonal"	"Layer 5"
"DX1_8H_196_143"	1	0	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	3	1	1	1	1	6	6	2	2	2	2	1	3	2	1	224	-36	"DX1_8H_196_143"	"midzonal"	"Layer 4"
"DX1_8H_298_176"	2	1	3	3	3	0	7	7	0	3	3	4	6	5	4	8	1	1	4	4	5	7	8	8	0	1	0	5	4	5	6	8	326	-3	"DX1_8H_298_176"	"periportal"	"Layer 9"
"DX1_8H_252_185"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	0	1	1	1	1	1	1	1	1	2	2	2	2	1	3	2	1	280	6	"DX1_8H_252_185"	"midzonal"	"Layer 5"
"DX1_8H_187_202"	2	1	1	1	4	6	6	9	1	1	4	2	0	3	7	5	1	1	4	5	5	7	8	8	1	3	3	3	6	6	0	3	215	23	"DX1_8H_187_202"	"midzonal"	"Layer 5"
"DX1_8H_159_83"	1	2	2	2	1	1	5	5	0	2	3	4	1	5	5	3	1	1	4	5	5	7	8	8	1	1	3	5	4	5	0	8	187	-96	"DX1_8H_159_83"	"periportal"	"Layer 8"
"DX1_8H_223_203"	2	1	1	1	4	6	6	9	1	1	4	3	5	6	7	7	1	1	4	5	5	7	8	8	1	3	3	3	6	6	0	7	251	24	"DX1_8H_223_203"	"periportal"	"Layer 7"
"DX1_8H_293_170"	2	1	3	3	3	0	7	7	0	3	3	4	1	5	8	8	1	1	4	4	4	4	4	4	1	0	3	0	6	6	0	7	321	-9	"DX1_8H_293_170"	"periportal"	"Layer 9"
"DX1_8H_253_248"	1	2	2	2	2	4	1	4	0	3	4	4	1	6	7	3	1	1	4	4	4	4	4	4	1	3	3	3	2	5	0	3	281	69	"DX1_8H_253_248"	"periportal"	"Layer 7"
"DX1_8H_142_82"	2	2	3	3	3	0	7	7	0	3	3	4	1	5	8	8	1	1	1	5	5	7	1	1	0	1	0	5	4	5	5	2	170	-97	"DX1_8H_142_82"	"periportal"	"Layer 7"
"DX1_8H_198_270"	2	1	3	3	3	0	6	0	1	1	4	2	0	3	8	5	1	1	1	1	1	1	1	1	0	1	0	1	2	1	5	2	226	91	"DX1_8H_198_270"	"midzonal"	"Layer 5"
"DX1_8H_265_114"	0	3	3	3	3	7	7	7	2	3	3	4	6	7	4	6	2	2	2	3	2	2	2	2	0	1	0	1	4	5	6	8	293	-65	"DX1_8H_265_114"	"pericentral"	"Layer 2"
"DX1_8H_254_104"	0	0	0	5	5	2	2	2	2	3	3	4	6	7	4	6	2	2	2	2	2	2	2	2	0	1	0	1	3	4	6	4	282	-75	"DX1_8H_254_104"	"pericentral"	"Layer 2"
"DX1_8H_222_221"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	4	4	1	4	4	4	250	42	"DX1_8H_222_221"	"pericentral"	"Layer 1"
"DX1_8H_217_156"	1	2	4	0	1	5	8	8	2	0	3	1	3	5	0	6	1	1	1	5	5	7	1	8	2	0	2	2	5	2	3	0	245	-23	"DX1_8H_217_156"	"midzonal"	"Layer 5"
"DX1_8H_245_250"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	0	1	3	4	4	4	273	71	"DX1_8H_245_250"	"pericentral"	"Layer 1"
"DX1_8H_217_150"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	4	4	1	4	4	4	245	-29	"DX1_8H_217_150"	"pericentral"	"Layer 2"
"DX1_8H_267_109"	0	0	3	3	3	7	7	7	0	3	3	4	6	7	4	6	2	2	2	2	2	2	2	2	0	1	0	1	3	4	6	4	295	-70	"DX1_8H_267_109"	"pericentral"	"Layer 1"
"DX1_8H_165_155"	0	0	0	5	5	2	2	2	1	0	2	3	5	1	6	7	1	3	3	3	3	3	3	3	0	1	0	1	3	4	7	5	193	-24	"DX1_8H_165_155"	"pericentral"	"Layer 2"
"DX1_8H_128_133"	0	0	0	5	5	2	2	2	1	1	2	3	5	1	6	2	2	2	2	3	2	2	2	2	0	1	0	1	3	4	4	4	156	-46	"DX1_8H_128_133"	"pericentral"	"Layer 2"
"DX1_8H_79_125"	2	1	3	4	6	4	0	4	1	1	4	2	0	3	8	9	1	1	4	5	5	7	8	8	0	3	3	3	4	5	6	9	107	-54	"DX1_8H_79_125"	"periportal"	"Layer 9"
"DX1_8H_235_130"	1	2	2	2	2	1	5	5	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	263	-49	"DX1_8H_235_130"	"periportal"	"Layer 7"
"DX1_8H_222_257"	1	2	2	2	1	1	1	1	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	250	78	"DX1_8H_222_257"	"periportal"	"Layer 9"
"DX1_8H_197_264"	2	1	1	2	2	4	4	6	0	2	1	0	1	0	5	3	1	1	4	4	4	4	4	4	1	0	3	0	6	6	0	7	225	85	"DX1_8H_197_264"	"periportal"	"Layer 9"
"DX1_8H_176_146"	1	2	4	0	1	5	5	5	2	0	0	1	3	4	0	4	1	1	4	5	5	7	8	8	2	0	2	2	5	2	3	1	204	-33	"DX1_8H_176_146"	"midzonal"	"Layer 5"
"DX1_8H_137_264"	0	0	0	5	5	2	2	2	0	3	3	4	6	7	4	6	2	2	2	2	2	2	2	2	0	1	0	1	4	1	5	2	165	85	"DX1_8H_137_264"	"pericentral"	"Layer 1"
"DX1_8H_209_172"	1	2	4	0	1	5	8	3	2	0	0	1	1	6	0	6	1	1	1	1	1	1	1	1	2	0	2	2	5	2	3	1	237	-7	"DX1_8H_209_172"	"midzonal"	"Layer 5"
"DX1_8H_226_249"	1	3	4	0	1	5	8	3	2	0	0	1	3	4	0	4	1	1	1	1	1	1	1	1	2	0	2	2	5	2	3	1	254	70	"DX1_8H_226_249"	"midzonal"	"Layer 6"
"DX1_8H_169_89"	2	1	1	1	4	6	6	9	0	3	3	4	1	5	8	8	1	1	1	1	1	1	1	1	0	3	3	5	6	6	0	3	197	-90	"DX1_8H_169_89"	"midzonal"	"Layer 6"
"DX1_8H_290_200"	1	2	2	2	2	1	1	1	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	318	21	"DX1_8H_290_200"	"periportal"	"Layer 9"
"DX1_8H_221_239"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	1	5	5	7	1	1	2	0	2	2	5	2	3	1	249	60	"DX1_8H_221_239"	"midzonal"	"Layer 5"
"DX1_8H_209_113"	1	2	2	2	1	1	5	5	0	2	1	0	2	0	1	1	1	1	4	5	5	7	8	8	1	0	1	0	0	0	1	0	237	-66	"DX1_8H_209_113"	"periportal"	"Layer 8"
"DX1_8H_136_85"	2	1	3	3	3	7	7	7	1	1	4	2	1	6	7	5	1	1	4	5	5	7	8	8	0	3	3	5	4	5	0	3	164	-94	"DX1_8H_136_85"	"periportal"	"Layer 7"
"DX1_8H_231_85"	1	3	3	0	3	7	7	7	0	3	3	4	6	5	4	8	1	1	4	5	5	7	8	8	0	0	0	5	4	5	6	8	259	-94	"DX1_8H_231_85"	"midzonal"	"Layer 6"
"DX1_8H_223_240"	1	2	4	0	1	5	5	5	2	0	0	1	3	4	0	4	1	1	4	4	4	4	4	4	1	0	2	2	5	2	3	1	251	61	"DX1_8H_223_240"	"periportal"	"Layer 8"
"DX1_8H_246_162"	2	1	1	1	4	6	6	9	2	0	0	5	4	7	2	6	3	4	5	6	6	6	7	7	0	1	0	1	3	1	7	5	274	-17	"DX1_8H_246_162"	"midzonal"	"Layer 3"
"DX1_8H_285_198"	0	3	0	5	0	3	3	3	2	0	0	1	3	2	0	0	1	3	3	1	3	3	6	6	2	2	4	4	1	3	2	6	313	19	"DX1_8H_285_198"	"pericentral"	"Layer 2"
"DX1_8H_141_190"	1	2	4	4	6	4	0	4	1	1	4	2	0	3	3	9	1	1	4	5	5	7	8	8	0	3	0	1	2	1	5	2	169	11	"DX1_8H_141_190"	"midzonal"	"Layer 6"
"DX1_8H_231_148"	1	2	2	2	2	1	1	1	0	2	1	0	2	0	1	1	1	1	4	4	5	7	8	8	1	0	1	0	0	7	0	0	259	-31	"DX1_8H_231_148"	"periportal"	"Layer 7"
"DX1_8H_242_255"	1	3	4	0	1	5	8	8	0	3	3	4	6	5	4	6	1	1	1	5	5	7	8	8	2	0	2	2	5	2	3	1	270	76	"DX1_8H_242_255"	"periportal"	"Layer 8"
"DX1_8H_174_83"	2	1	1	1	4	6	6	9	0	3	3	4	1	5	8	8	3	4	5	6	6	6	7	7	0	1	0	5	4	5	5	2	202	-96	"DX1_8H_174_83"	"midzonal"	"Layer 3"
"DX1_8H_105_129"	1	3	3	3	0	3	3	7	1	1	2	3	5	1	3	2	2	3	3	3	2	2	3	3	0	1	0	1	3	1	7	5	133	-50	"DX1_8H_105_129"	"pericentral"	"Layer 2"
"DX1_8H_242_218"	0	0	0	5	4	0	6	9	1	1	2	3	5	1	6	7	1	3	3	3	3	3	3	3	0	1	0	1	3	1	7	5	270	39	"DX1_8H_242_218"	"pericentral"	"Layer 2"
"DX1_8H_190_270"	0	3	4	0	0	3	8	3	2	0	0	1	3	4	0	0	1	3	1	1	1	1	6	6	2	2	2	2	1	3	2	1	218	91	"DX1_8H_190_270"	"midzonal"	"Layer 6"
"DX1_8H_151_106"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	1	5	5	7	1	1	2	0	2	2	5	2	3	1	179	-73	"DX1_8H_151_106"	"periportal"	"Layer 7"
"DX1_8H_286_183"	2	1	1	1	4	4	4	4	0	2	1	0	1	5	5	3	1	1	4	4	4	4	4	4	1	0	3	0	6	6	1	7	314	4	"DX1_8H_286_183"	"periportal"	"Layer 8"
"DX1_8H_213_228"	1	2	4	4	1	5	0	8	2	2	0	0	2	4	0	4	1	1	4	5	5	7	8	8	1	0	1	0	0	0	1	0	241	49	"DX1_8H_213_228"	"periportal"	"Layer 7"
"DX1_8H_216_108"	1	2	2	2	2	1	1	1	0	2	1	0	1	0	5	3	1	1	4	4	4	4	8	8	1	0	3	0	6	6	0	7	244	-71	"DX1_8H_216_108"	"periportal"	"Layer 8"
"DX1_8H_242_203"	1	2	4	4	0	3	0	3	0	3	3	4	6	5	4	8	1	3	1	1	1	1	6	6	0	1	0	5	4	5	6	9	270	24	"DX1_8H_242_203"	"midzonal"	"Layer 4"
"DX1_8H_165_99"	1	2	2	2	2	1	1	1	0	2	1	0	1	0	5	3	1	1	4	4	4	4	4	4	1	0	3	0	6	6	0	7	193	-80	"DX1_8H_165_99"	"periportal"	"Layer 7"
"DX1_8H_142_85"	1	2	2	2	2	1	1	1	0	2	1	0	1	0	5	3	1	1	4	4	5	7	8	8	1	0	3	0	6	6	0	7	170	-94	"DX1_8H_142_85"	"periportal"	"Layer 8"
"DX1_8H_164_239"	1	3	4	0	0	3	3	3	2	0	0	5	4	2	2	7	2	3	3	3	2	2	3	3	0	1	0	1	3	1	7	5	192	60	"DX1_8H_164_239"	"midzonal"	"Layer 3"
"DX1_8H_215_239"	1	3	4	0	0	3	8	3	1	0	0	3	5	6	6	7	1	3	1	1	1	1	6	6	0	1	0	1	3	1	7	5	243	60	"DX1_8H_215_239"	"midzonal"	"Layer 3"
"DX1_8H_176_80"	0	0	0	5	5	2	2	2	0	3	3	4	6	5	4	8	2	2	2	2	7	8	2	2	0	1	0	1	4	5	6	8	204	-99	"DX1_8H_176_80"	"pericentral"	"Layer 1"
"DX1_8H_293_147"	2	1	3	3	3	7	7	7	0	3	3	4	1	5	8	8	1	1	4	5	5	7	8	8	0	1	0	5	4	5	6	8	321	-32	"DX1_8H_293_147"	"periportal"	"Layer 9"
"DX1_8H_138_111"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	0	1	3	4	4	4	166	-68	"DX1_8H_138_111"	"pericentral"	"Layer 1"
"DX1_8H_142_264"	2	1	1	4	6	4	0	4	1	1	4	2	0	3	3	9	1	3	1	1	1	1	1	1	0	1	0	1	2	1	5	2	170	85	"DX1_8H_142_264"	"midzonal"	"Layer 4"
"DX1_8H_231_167"	1	2	4	4	1	4	5	4	0	3	3	4	6	5	4	8	1	1	1	5	1	1	1	1	0	1	0	5	4	5	6	9	259	-12	"DX1_8H_231_167"	"periportal"	"Layer 9"
"DX1_8H_156_162"	1	2	4	5	0	3	3	2	1	1	2	3	5	1	3	2	1	3	3	3	3	3	3	6	0	1	0	1	3	1	7	5	184	-17	"DX1_8H_156_162"	"midzonal"	"Layer 4"
"DX1_8H_205_131"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	4	4	1	4	4	4	233	-48	"DX1_8H_205_131"	"pericentral"	"Layer 1"
"DX1_8H_163_116"	1	2	4	0	1	5	1	8	0	2	1	0	2	0	1	1	1	1	1	5	5	7	8	8	1	0	1	0	0	0	1	0	191	-63	"DX1_8H_163_116"	"midzonal"	"Layer 5"
"DX1_8H_114_105"	1	3	4	0	0	3	3	8	1	1	2	3	5	1	3	2	1	3	3	3	3	3	3	3	0	1	0	1	3	1	7	5	142	-74	"DX1_8H_114_105"	"pericentral"	"Layer 2"
"DX1_8H_210_160"	2	1	1	1	4	6	4	6	1	1	4	2	0	3	7	5	3	4	5	6	6	5	5	5	1	3	3	3	6	6	0	3	238	-19	"DX1_8H_210_160"	"midzonal"	"Layer 6"
"DX1_8H_184_116"	0	0	0	5	0	3	3	3	2	0	0	5	4	2	2	0	1	3	3	3	3	3	3	3	2	2	4	4	1	3	2	6	212	-63	"DX1_8H_184_116"	"midzonal"	"Layer 3"
"DX1_8H_256_123"	0	0	0	5	0	3	3	3	2	3	3	4	6	7	4	6	2	3	3	3	2	2	3	3	0	1	0	1	3	1	7	5	284	-56	"DX1_8H_256_123"	"midzonal"	"Layer 3"
"DX1_8H_249_145"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	3	1	1	1	1	6	6	2	2	2	2	5	3	2	1	277	-34	"DX1_8H_249_145"	"midzonal"	"Layer 4"
"DX1_8H_155_187"	2	2	3	4	6	4	0	4	1	1	4	2	0	3	8	9	1	1	1	5	5	7	1	1	0	1	0	5	4	1	6	9	183	8	"DX1_8H_155_187"	"midzonal"	"Layer 5"
"DX1_8H_147_102"	2	2	2	2	2	1	1	1	0	2	1	0	1	0	5	3	1	1	4	4	5	7	8	8	1	3	3	3	6	6	0	7	175	-77	"DX1_8H_147_102"	"periportal"	"Layer 7"
"DX1_8H_158_129"	1	2	4	0	1	5	8	8	1	0	2	3	5	1	6	7	1	3	3	1	3	3	6	6	0	1	0	1	2	1	5	2	186	-50	"DX1_8H_158_129"	"midzonal"	"Layer 3"
"DX1_8H_181_181"	1	2	4	4	6	4	0	4	1	1	2	3	0	1	3	2	1	1	4	4	4	4	4	4	1	3	1	0	0	7	0	7	209	2	"DX1_8H_181_181"	"midzonal"	"Layer 6"
"DX1_8H_189_122"	0	3	4	0	0	3	3	3	2	0	0	5	4	2	0	0	1	3	3	3	3	3	3	3	2	2	4	4	1	3	2	6	217	-57	"DX1_8H_189_122"	"midzonal"	"Layer 3"
"DX1_8H_99_113"	2	1	1	1	6	6	4	6	1	1	4	2	0	3	7	5	1	1	1	5	5	5	5	9	1	3	3	3	6	6	0	3	127	-66	"DX1_8H_99_113"	"midzonal"	"Layer 6"
"DX1_8H_268_215"	0	0	0	5	0	3	3	3	2	0	0	5	4	2	2	0	1	3	3	3	3	3	3	3	2	2	4	4	1	3	2	6	296	36	"DX1_8H_268_215"	"midzonal"	"Layer 3"
"DX1_8H_137_269"	2	1	3	3	3	0	7	7	1	1	4	2	0	3	8	9	1	3	1	1	1	1	6	6	0	1	0	1	2	1	5	2	165	90	"DX1_8H_137_269"	"midzonal"	"Layer 5"
"DX1_8H_132_180"	2	2	1	4	4	0	6	4	1	1	4	2	0	3	8	9	1	1	1	5	5	7	1	1	1	3	3	3	6	6	0	3	160	1	"DX1_8H_132_180"	"midzonal"	"Layer 6"
"DX1_8H_275_129"	0	3	4	0	1	3	8	3	2	0	3	1	3	7	0	6	1	3	1	1	1	1	6	6	2	1	2	2	1	3	2	5	303	-50	"DX1_8H_275_129"	"midzonal"	"Layer 4"
"DX1_8H_139_82"	2	1	3	3	3	7	7	0	1	3	3	2	1	3	8	8	2	2	3	3	2	2	3	3	0	1	0	5	4	5	5	2	167	-97	"DX1_8H_139_82"	"midzonal"	"Layer 3"
"DX1_8H_271_215"	1	2	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	4	5	5	7	8	8	1	0	1	0	0	0	3	0	299	36	"DX1_8H_271_215"	"midzonal"	"Layer 6"
"DX1_8H_230_197"	1	2	4	2	1	4	5	4	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	258	18	"DX1_8H_230_197"	"periportal"	"Layer 9"
"DX1_8H_153_193"	2	1	3	4	6	0	7	0	1	1	4	2	0	3	3	9	1	3	3	3	3	3	3	3	0	1	0	1	2	1	5	2	181	14	"DX1_8H_153_193"	"midzonal"	"Layer 4"
"DX1_8H_112_122"	1	3	3	3	0	3	3	7	1	1	2	3	5	1	6	2	2	2	3	3	2	2	2	2	0	1	0	1	3	1	7	5	140	-57	"DX1_8H_112_122"	"pericentral"	"Layer 2"
"DX1_8H_124_121"	2	1	1	4	6	4	4	4	1	1	4	2	0	3	7	5	1	1	4	4	4	4	4	4	1	3	3	3	6	6	0	7	152	-58	"DX1_8H_124_121"	"periportal"	"Layer 9"
"DX1_8H_172_159"	1	2	4	0	1	5	8	8	1	1	2	3	5	1	6	2	1	3	1	1	1	1	6	6	0	1	0	1	2	1	5	2	200	-20	"DX1_8H_172_159"	"midzonal"	"Layer 4"
"DX1_8H_123_163"	0	0	3	3	0	0	3	0	1	1	4	2	0	3	8	9	1	3	1	1	3	3	6	6	0	1	0	5	4	5	6	8	151	-16	"DX1_8H_123_163"	"midzonal"	"Layer 3"
"DX1_8H_253_242"	2	1	3	3	3	0	6	0	1	1	4	2	0	3	8	9	1	1	1	1	1	1	1	1	0	1	0	1	2	1	5	2	281	63	"DX1_8H_253_242"	"midzonal"	"Layer 5"
"DX1_8H_79_130"	2	1	3	4	6	4	0	4	1	3	3	2	1	3	8	8	1	3	3	1	3	3	6	6	0	1	0	5	4	5	6	2	107	-49	"DX1_8H_79_130"	"midzonal"	"Layer 3"
"DX1_8H_244_139"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	1	5	5	7	8	8	2	0	2	2	5	2	3	1	272	-40	"DX1_8H_244_139"	"periportal"	"Layer 7"
"DX1_8H_265_182"	1	2	2	2	2	1	1	1	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	293	3	"DX1_8H_265_182"	"periportal"	"Layer 7"
"DX1_8H_183_110"	1	2	2	2	2	1	1	1	2	2	0	0	2	0	0	4	1	1	1	5	5	7	1	1	2	0	2	2	5	2	3	1	211	-69	"DX1_8H_183_110"	"periportal"	"Layer 7"
"DX1_8H_199_222"	1	2	4	0	1	5	5	8	0	2	1	0	2	0	1	1	1	1	4	5	5	7	8	8	1	0	1	0	0	0	1	0	227	43	"DX1_8H_199_222"	"midzonal"	"Layer 6"
"DX1_8H_166_282"	2	2	3	4	3	4	7	4	0	3	3	4	1	5	8	8	1	1	4	5	5	7	8	8	0	1	0	5	4	5	5	8	194	103	"DX1_8H_166_282"	"midzonal"	"Layer 5"
"DX1_8H_161_174"	1	3	4	0	0	3	3	3	1	1	2	3	5	1	6	2	2	2	2	3	2	2	2	2	0	1	0	1	3	4	4	4	189	-5	"DX1_8H_161_174"	"pericentral"	"Layer 2"
"DX1_8H_135_80"	2	1	3	3	3	7	7	7	1	3	3	2	1	3	8	8	1	3	1	1	1	1	6	6	0	1	0	5	4	5	6	2	163	-99	"DX1_8H_135_80"	"midzonal"	"Layer 5"
"DX1_8H_234_221"	2	1	1	1	4	6	4	6	1	1	4	2	1	6	7	5	1	1	4	4	5	7	8	9	1	3	3	3	6	6	0	7	262	42	"DX1_8H_234_221"	"midzonal"	"Layer 6"
"DX1_8H_187_160"	2	1	1	1	4	6	6	9	1	1	4	2	1	6	7	5	1	1	1	1	1	1	1	1	1	3	3	3	6	6	0	3	215	-19	"DX1_8H_187_160"	"midzonal"	"Layer 6"
"DX1_8H_140_199"	1	3	4	4	0	5	0	8	1	1	4	2	0	3	3	9	1	3	1	1	1	1	6	6	0	1	0	1	2	1	5	2	168	20	"DX1_8H_140_199"	"midzonal"	"Layer 4"
"DX1_8H_221_84"	2	1	3	3	3	7	7	7	0	3	3	4	1	5	8	8	1	1	4	4	4	4	8	8	0	1	0	5	4	5	5	8	249	-95	"DX1_8H_221_84"	"periportal"	"Layer 8"
"DX1_8H_186_79"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	4	4	1	4	4	4	214	-100	"DX1_8H_186_79"	"pericentral"	"Layer 1"
"DX1_8H_254_181"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	2	2	0	2	4	4	1	4	4	4	282	2	"DX1_8H_254_181"	"pericentral"	"Layer 2"
"DX1_8H_105_114"	2	1	1	1	6	6	4	6	1	1	4	2	0	3	7	5	1	1	4	4	4	4	4	9	1	3	3	3	6	6	0	3	133	-65	"DX1_8H_105_114"	"periportal"	"Layer 8"
"DX1_8H_145_122"	1	3	4	0	0	5	3	3	2	0	0	5	4	2	2	0	2	3	3	3	3	2	3	3	2	2	4	4	1	3	2	6	173	-57	"DX1_8H_145_122"	"midzonal"	"Layer 3"
"DX1_8H_131_167"	0	0	0	5	5	2	2	2	1	1	2	3	5	1	6	2	2	2	2	2	7	8	9	10	0	1	0	1	3	4	4	4	159	-12	"DX1_8H_131_167"	"pericentral"	"Layer 1"
"DX1_8H_176_260"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	4	5	5	7	8	8	2	0	2	2	5	2	3	1	204	81	"DX1_8H_176_260"	"midzonal"	"Layer 6"
"DX1_8H_137_152"	1	2	1	4	4	4	6	9	1	1	2	2	0	1	3	2	1	3	3	3	3	3	3	3	0	1	0	1	2	1	5	2	165	-27	"DX1_8H_137_152"	"midzonal"	"Layer 3"
"DX1_8H_245_247"	0	0	0	5	5	2	2	2	0	3	3	4	6	7	4	6	2	2	2	3	2	2	2	2	0	1	0	1	3	4	4	4	273	68	"DX1_8H_245_247"	"pericentral"	"Layer 1"
"DX1_8H_260_118"	0	0	0	3	3	2	2	7	0	3	3	4	6	7	4	6	1	3	3	3	3	3	3	3	0	1	0	1	2	1	5	2	288	-61	"DX1_8H_260_118"	"midzonal"	"Layer 4"
"DX1_8H_98_116"	1	3	4	4	0	7	0	8	1	1	4	2	0	3	3	9	1	3	3	3	3	3	3	3	0	1	0	1	4	1	6	2	126	-63	"DX1_8H_98_116"	"midzonal"	"Layer 3"
"DX1_8H_143_285"	2	3	3	3	3	7	7	7	0	3	3	4	6	5	4	8	1	3	1	1	1	1	6	6	0	1	0	5	4	5	6	8	171	106	"DX1_8H_143_285"	"midzonal"	"Layer 4"
"DX1_8H_138_215"	2	3	3	3	3	7	7	7	1	1	4	2	0	3	8	9	1	1	1	5	1	1	1	1	0	1	0	5	4	1	5	2	166	36	"DX1_8H_138_215"	"midzonal"	"Layer 4"
"DX1_8H_142_185"	0	0	0	5	0	3	3	3	1	1	4	2	0	3	8	9	1	3	3	1	3	3	6	6	0	1	0	5	4	5	6	8	170	6	"DX1_8H_142_185"	"pericentral"	"Layer 1"
"DX1_8H_211_137"	1	2	2	2	2	1	1	1	0	2	1	0	1	0	5	3	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	239	-42	"DX1_8H_211_137"	"periportal"	"Layer 9"
"DX1_8H_216_231"	1	2	4	4	6	4	0	4	1	1	2	3	5	6	6	7	1	3	3	1	3	3	6	6	0	1	0	1	2	1	5	2	244	52	"DX1_8H_216_231"	"midzonal"	"Layer 3"
